,Country,Import.items,Trade.flow,Taxon,Mean.Trophic.Level,Total.production,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1666,Greece,Sockeye salmon,Imports,Fish,3.5,466.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,58,43,75,35,35,7,31,1,14,42,38,5,4,9,5,2,1.64
1667,Greece,Seabass,Imports,Fish,3.577543698,39512.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,2,75,5,1004,213,2466,1588,393,825,381,1102,740,1765,4598,4220,3125,1843,705,844,173,234,660,824,1959,4162,5495.88
1668,Greece,Catfish,Imports,Fish,3.596586846,48179.0875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4060,4840,5760,5801.25,5935,5151.25,5535,3817.5,3596.25,3682.8375
1669,Greece,Alaska pollock,Imports,Fish,3.6,28266.2903,0,0,0,0,0,0,0,44,0,0,0,0,4,0,0,0,0,161.11,48.33,54.29,26.73,18.62,112.86,228.62,85.71,150.18,552.63,365.96,381.44,494.71,345.22,195.25,377.1,480.29,974.51,1321.25,1195.36,1761.15,1957.73,2405.62,3161.48,4203.71,3300.85,3857.5803
1670,Greece,Seabream,Imports,Fish,3.639030054,67182.3,0,0,0,0,49,106,215,138,45,165,1322,2003,2720,1755,1919,1764,1852,2744,1963,2550,3316,4609,3896,3899,3538,4387,3019,3220,2882,1438,1475,1720,1127,1519,1174,1028,705,477,424,299,527,391,477,325.3
1671,Greece,Pelagic fish,Imports,Fish,3.66028643,40603.4104,7182,7785.82,8432.2,4439.54,4830.56,0,0,0,0,0,0,0,603.82,978.88,686.28,502.74,712.88,255.36,1040.06,69.16,18.62,5.32,0,93.1,42.56,39.9,95.76,284.62,154.28,13.3,0,146.3,292.6,385.7,50.54,295.26,247.38,204.82,71.82,10.64,29.26,433.58,66.5,102.2504
1672,Greece,Gilt-head seabream,Imports,Fish,3.7,30363.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,241,116,752,677,906,192,563,283,403,897,1062,1207,656,755,356,858,246,232,658,1427,3138,6463,8228.47
1673,Greece,Demersal fish,Imports,Fish,3.74312709,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,17,0,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1674,Greece,Flounder,Imports,Fish,3.757012245,395.59,0,0,0,0,0,0,0,27,0,0,104.5,80.25,7.5,0,0,22.5,0,1.25,2.5,0,0,1.25,1,20,31,37.5,0,0,0,0,12.5,2.5,1.25,0,1.25,0,6,10,3,4,5,3,5,5.84
1675,Greece,Marine fish,Imports,Fish,3.817951401,414904.0825,2383,1960,1668,6789,7146.25,7463,8892.75,4769.25,5125.5,4763.75,9788,15282.75,8530.5,9479.5,8801.25,8003.75,6068,4390.75,6970.75,8862,12659,13015.75,20851,13406,22483,17957,11609.5,14446,13821.25,14575.75,14930.25,14147,18008,12397.25,12633.5,9818.5,5253.5,5300.25,4782.75,4396.5,5041.25,4566.75,5557.25,6109.3325
1676,Greece,Saltwater fish,Imports,Fish,3.817951401,13834.26,0,0,0,0,0,0,0,0,0,0,0,0,4,9,31,27,110,22,10,62,630,827,989,1212,1954,1721,77,2032,639,30,43,482,282,91,107,1055,407,115,85,161,69,52,54,445.26
1677,Greece,Cape hake,Imports,Fish,3.901380043,8047.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211.25,159.75,720.5,581.25,716,529.5,334.5,301.5,266.5,304.25,310.75,353.5,313.5,532.75,518.75,220.5,105,104.75,271.5,82.25,35,51.25,23.07
1678,Greece,Flatfish,Imports,Fish,3.901795953,21211.9025,0,0,0,0,0,0,0,0,0,0,0,0,260,334,416,373,417,528,176,236,78,129,193,210,253,134,438,381,132,146,40,112,103,52,91,65,1312,1593,2053.25,2152,2273.25,2258,1815,2458.4025
1679,Greece,Atlantic halibut,Imports,Fish,4,2227.11,0,0,0,0,0,229,300,353,571,202,275,36,27,15,0,0,17,3,0,9,0,5,1,0,0,0,5,3,14,3,7,42,8,15,22,20,20,17,1,4,0,1,2,0.11
1680,Greece,Haddock,Imports,Fish,4,537,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,11,0,1,0,13.75,16.25,28.75,100,23,6,1.25,84.75,7.5,113.75,100,10.5,6.25,2.5,2.5,0,0,0,1.25,0,0,3,0,0.5
1681,Greece,Blue whitings,Imports,Fish,4.012942106,1611.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,59,170,231,200,315,280,301.89
1682,Greece,Atlantic redfish,Imports,Fish,4.027539366,53162.94,0,0,0,0,0,0,340,143,367,628,399,586,881,1381.5,1985.5,1948.75,1878,1572,1445.75,1656,3239.25,1913.25,2980.25,2447.25,2361,2233.25,1682.75,1701,1766.75,1317.5,1269.5,1317.5,962.75,1466,953.25,1092.75,1012.75,970,1171.75,1227.25,1282.25,1456.75,1132.25,994.44
1683,Greece,Redfish,Imports,Fish,4.027539366,8910.0275,0,0,0,0,0,31,90.5,19.5,49.75,102,9.25,12.5,62,8.75,44,37,3,15,6.25,26.25,24.25,77.5,1,252.25,127.5,423.75,1327,488.25,550.25,939,690.5,281.75,216.25,414.25,236,210,289.75,210.75,286,212.5,253,170,230.75,481.0275
1684,Greece,Trout,Imports,Fish,4.071212188,1955.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,0,0,0,0,0,0,15,52.5,161.25,68.75,33.75,13.75,57.5,146.25,322.5,386.25,360,168.75,11.25,16.25,18.75,16.25,7.5,16.25,23.75,23.85
1685,Greece,Trout and char,Imports,Fish,4.073085713,4810.29,0,0,0,0,0,1,2,0,0,2.5,3,0,2,13,36,43,56,80.5,234,113.5,116,344,208,147.5,49.5,135,60,22.5,6,36,36,70,91.5,142.5,1745,6,70,423,78.5,31,112,123.5,49.5,120.79
1686,Greece,Atlantic cod,Imports,Fish,4.1,12645.77,0,0,0,223,2,123,92,386,532,541,850,1405,102,578,586,139,757,284,14,144,201,322.25,292,130.25,147.25,186,246.75,311.75,369.5,134.75,167,175.5,207,296.25,385.75,334.75,150.75,170.25,262.75,95,94.75,319.25,395.75,491.52
1687,Greece,Blue whiting,Imports,Fish,4.1,489,0,0,0,0,0,0,0,120,23,24,0,0,0,0,0,2,0,156,0,0,0,0,0,13,29,4,0,2,0,1,10,22,28,9,5,18,0,0,0,3,4,16,0,0
1688,Greece,Pacific halibut,Imports,Fish,4.1,303,0,0,0,0,0,0,0,0,0,0,0,0,26,13,0,24,56,10,22,0,0,0,0,0,0,0,0,0,0,3,1,53,31,46,6,3,5,0,0,0,0,0,4,0
1689,Greece,Cod,Imports,Fish,4.107251404,687233.5872,17427.6,18657.12,25884.78,30822.6,26034.24,25740.17,20674.07,25417.18,24566.15,26960.43,20005.62,12217.12,12317.66,16085.72,17703.14,13402.3,12947.47,14220.81,15068.13,14526.96,19837.45,21014.64,18227.29,17804.69,15059.33,11336.38,9748.41,11277.29,11759.94,13047.6,15183.75,12943.99,11267.19,11403.61,11479.39,9900.75,10468.96,10888.65,11198.28,8846.73,9598.85,8804.4,7962.83,7493.9172
1690,Greece,Cod and hake and haddock,Imports,Fish,4.136479753,21532.7332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2467.14,2228.54,4006.44,2614.7,2979.77,2030.44,2494.46,2711.2432
1691,Greece,Pacific salmons,Imports,Fish,4.148078438,10546.06,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,19,16,38,36,68,166,161,165,241,370,527,232,264,271,176,317,389,161,205,273,295,723,468,1448,988,846,635,670,372.06
1692,Greece,Grenadiers,Imports,Fish,4.161811924,439.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,12,34,8,27.75,116.25,48.75,38.5,74.25,10,0,25,7.25,1,3.75,1,0,0,0,0,12,0,0,0
1693,Greece,Cusk-eel,Imports,Fish,4.182954392,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,0,70,51,3,56,34,44,34,9,55,71,16,38,52,45,48,31,0,0
1694,Greece,Argentine hake,Imports,Fish,4.2,61147.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6822,5599,5191.75,2775.75,3221,2607.5,2965.25,3030.5,2523.75,3287,2198.75,2319.5,2188.5,1905.75,1579.5,1353,1619,1890.5,1263,1317.5,1763,1533.75,2192.645
1695,Greece,Blue mackerel,Imports,Fish,4.2,4721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,22,36,44,12,63,76,118,59,79,44,313,359,460,325,323,394,105,388,202,149,82,261,270,177,242,86,6,2
1696,Greece,Greenland cod,Imports,Fish,4.2,155,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,45,40,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,1,0,2,25,0,0,1,0
1697,Greece,Pacific cod,Imports,Fish,4.2,9587.155,0,0,0,0,0,0,0,0,0,0,0,0,68.75,46,124.75,91.5,108.25,128.5,231.25,219.5,363.75,207.75,129.5,224,204,142.25,185.25,369.5,561,239.75,391.75,248.25,178.75,286.5,530.75,505.25,194.25,471,345.25,400.75,496.25,397.75,529,966.405
1698,Greece,Hake,Imports,Fish,4.210022623,81024.2507,0,0,0,0,0,0,0,330,238,0,3624.75,3389.75,3623.5,5410.25,5117.5,5592.75,5068.5,5307.25,3684,6946.25,8667.25,274,1232.5,709.25,412.32,1345.25,1055.75,938.5,1048.21,399.16,774.48,567.91,839,922.5,1037.25,869.41,957.76,1305.15,1280.99,1341.2,1669.61,1403.33,1394.75,2246.2207
1699,Greece,Hake of the genus Urophycis,Imports,Fish,4.214214624,8383.39,0,0,0,0,0,0,0,0,0,0,0,0,338,1097.5,2162.5,1569.5,846.25,609.5,557.5,117,21,56.75,19,44.25,132,17,6,1,41,27,22,12,16.25,51,69,93,70.5,86,87,66.25,42.75,58.5,17,29.39
1700,Greece,Nile perch and snakeheads Channa spp.,Imports,Fish,4.216676745,875.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,92,102,140,123,84,95,139.56
1701,Greece,Salmonids,Imports,Fish,4.228556346,30374.4972,0,212.8,239.4,162.26,31.92,4.66,1,5,2,2,10,0,9,64,86,22,4,103,157,76,251,426.32,520.06,1244.94,175.28,186.84,556.28,395.7,562.22,737.32,1244.66,2024.66,1734,1619,1086,1501,1981.98,2183.94,2601.66,2413.66,2130.32,1325.32,835.66,1444.6372
1702,Greece,Salmon,Imports,Fish,4.270007459,106215.2736,0,0,0,0,0,133.4,347.54,126.32,189.86,270.76,165.58,301.18,78.78,161.64,234.5,278.24,309.11,740.5,715.47,2749.01,3765.16,1135.74,1578.43,2626.23,3780.54,11493.1,2814.95,2234.83,3553.93,4259.6,4993.49,3324.48,6526.99,4537.12,4456.37,5852.06,4096.16,2996.03,3135.65,2754.26,3808.63,3198.68,3522.73,8968.2236
1703,Greece,Shark,Imports,Fish,4.295337531,931.75,0,0,0,0,0,45,11,1.25,0,20,133.5,0,0,0,16,20,4,0,0,11.25,0,5,26.75,18,0,3.75,24.5,105.25,51.25,41,31.5,45.5,57,4.75,26.25,33.75,0,63.25,1.25,59.75,62.5,0,1.25,7.5
1704,Greece,Megrim,Imports,Fish,4.299727333,7441.45,0,0,0,0,0,0,0,0,0,0,0,0,1.25,32.5,12.5,13.75,50,170,66.25,27.5,115,300,296.25,425,356.25,432.5,342.5,485,348.75,343.75,351.25,268.75,447.5,227.5,332.5,420,291.25,221.25,428.75,117.5,166.25,216.25,117.5,16.45
1705,Greece,Albacore,Imports,Fish,4.3,5693.14,0,0,0,0,0,0,17.5,42.5,0,42.5,0,21.25,1,18,0,0,0,44,64.25,10.75,175.5,138,112,103,275,308,161,76,182,458,426,433.5,549.5,532.25,433,306,64,116,117,58,66,50,130,161.64
1706,Greece,Saithe,Imports,Fish,4.3,29175.3352,0,0,0,0,0,447.65,340.68,224.16,1176.48,272.02,97.16,108.32,151.5,268.5,183,158,350,379.88,315.48,258.48,173.75,314.25,78.75,707.41,1006.25,1007.66,1184,1098.25,1098.5,1543.25,1972.75,1760.5,1962.41,2017.75,1305.5,1269.75,986.91,965.91,800.41,564.91,632.91,648.66,697.16,646.4252
1707,Greece,Dogfish and other sharks,Imports,Fish,4.301918524,34349.325,0,0,0,0,0,47,103,262,139,279,627,655,1143,1063,1499,1074,1027,424,279,767,1402,1042,1127,1712,1920,2027,1394.5,1341,1603.25,1247.25,1660.5,635.75,662.25,931.75,686,899.75,597.75,773.25,643,964.25,723.75,472.75,289,205.575
1708,Greece,Halibut,Imports,Fish,4.340660024,287,0,0,0,225,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,Greece,Blue shark,Imports,Fish,4.4,2584.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,944,996.94
1710,Greece,Greenland halibut,Imports,Fish,4.4,356.19,0,0,0,0,0,0,0,84,32,39,5,4,3,43,6,2,24,8,24,0,1,15,1,2,9,3,3,24,2,0,0,1,2,13,2,0,0,0,1,1,0,1,1,0.19
1711,Greece,Ling,Imports,Fish,4.4,360.06,0,0,0,0,0,0,0,25.5,10,18.75,12.5,5,0,0,0,0,0,0,0,0,0,0,0,3.75,0,2,11.25,1,1,0,0,2,4,40,8.5,0,7.5,10,8,4,153,30.5,0,1.81
1712,Greece,Skipjack tuna,Imports,Fish,4.4,43917.7666,0,0,0,0,0,0,0,0,0,0,0,0,1,110,39,17,31,8,17,22,74,115,84,47,13,29,35,35,30,61,32,53,32,112,76,9,46,25,52,8566.92,10235.94,7538.84,7773.52,8597.5466
1713,Greece,Whiting,Imports,Fish,4.4,791.16,0,0,0,0,0,2,0,4,42.5,80,44.5,0,0,0,0,0,0,0,0,1,23,26.25,0,54,37,13,1,0,0,78,61,18.75,26,60,59.25,45,3,0,3,6,4,44,52,2.91
1714,Greece,Yellowfin tuna,Imports,Fish,4.4,5758.68,0,0,0,0,0,0,0,0,37,25,16,5,0,0,25,179,180,348.75,253.25,530.25,361.5,502.75,509.25,586.25,25,97,15,20,47,7,15,36,75,72,151,180,152,476,229,203,241,48,76,34.68
1715,Greece,Tuna,Imports,Fish,4.414193552,433474.9366,625.1,933.66,1683.78,1186.36,883.86,2150.06,2532.51,2339.58,2470.82,3372.37,3228.19,3697.4,1959.01,2928.66,2870.14,3388.84,4718.84,8993.46,8812.24,10455.34,8541.26,11359.28,11267.14,13584.17,14302.7,14771.36,17928.97,20634.78,18658.48,17048.58,21729.03,20638.26,18388.41,20461.69,20371.35,19232.22,18062.89,16213.02,17228.38,8086.14,8191.42,8315.6,8133.94,11095.6466
1716,Greece,Dogfish sharks Squalidae,Imports,Fish,4.414215747,5307,0,0,0,0,0,0,0,97,154,269,287,286,315,280,237,242,63,111,77,139,57,54,15,203,259,154,205,291,199,82,112,198,168,80,110,140,232,103,41,27,20,0,0,0
1717,Greece,Tuna and bonito and billfish,Imports,Fish,4.41545802,44166.1612,0,0,0,0,0,0,0,0,0,0,0,0,2487.1,2713.2,3553.76,3609.62,3606.96,484.12,74.48,220.78,172.9,156.94,422.94,808.64,920.36,931,776.72,486.78,561.26,542.64,891.1,529.34,1431.08,316.54,601.16,385.7,590.52,1795.5,1601.32,1949.78,1862,2731.82,3814.44,3135.6612
1718,Greece,Toothfish Dissostichus spp.,Imports,Fish,4.45642423,4243.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,10,64.75,18,20,9,10.25,524,423.25,633.75,421.25,625.25,731.5,303.75,72.25,57.5,98.25,53.75,78.5,45.805
1719,Greece,Bonito Sarda spp.,Imports,Fish,4.490694235,2397.724,0,0,0,0,0,486.78,321.86,170.24,183.54,226.1,13.3,53.2,82.46,15.96,133,82.46,79.8,0,2.66,2.66,10.64,66.5,2.66,98.42,133,0,0,0,0,0,0,0,0,2.66,0,2.66,0,10.64,0,127.68,21.28,5.32,39.9,22.344
1720,Greece,Angler,Imports,Fish,4.5,615.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,19,3,21,24,30,33,30,20,30,54,14,11,45,10,12,39,14,39,29,34,7,15,14,22,22.11
1721,Greece,Atlantic and Pacific bluefin tuna,Imports,Fish,4.5,4709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,4,5,649,3,2753,302,430,67,12,102,12,38,29,70,52,68,102
1722,Greece,Atlantic salmon and Danube salmon,Imports,Fish,4.5,71359.86,0,0,0,0,0,0,0,0,0,0,0,0,98,122,108,45,62,25,49,53,71,73,124,144,204,259,415,537,596,762,592,582,706,1092,1798,3308,4589,4125,5321,6120,8032,9790,12168,9389.86
1723,Greece,Euthynnus other than skipjack,Imports,Fish,4.5,5407.77,0,0,0,0,0,0,38,47,29,0,1,0,0,43.56,0,17,3,17,15,19,137,467,269,306,266,352.74,175,74,202.66,420.58,381.66,197,322.22,166,123,131,194.26,149,211,153.98,131,130,153,65.11
1724,Greece,Nile perch,Imports,Fish,4.5,25485.2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706.25,1958.75,2430,2597.5,2460,2432.5,1963.75,2462.5,3030,3443.9625
1725,Greece,Swordfish,Imports,Fish,4.5,17386.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.75,309.25,265,162.75,328,576.75,669.75,1063,763.75,756.25,701.25,752.5,697.75,723.5,699.5,582,1115.5,757,712,806.5,581,501,441,523,476.5,597,588,492.5,682.35
1726,Greece,Porbeagle shark,Imports,Fish,4.6,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,20,14,14,12,0,0,0,0,0
1727,Guatemala,Tilapia,Imports,Fish,2.044832904,7121.4425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,41,89,344,176.75,110,41.25,64,82,76.5,109.25,326.25,424,408.25,288.25,137,240,293.75,341.25,266.75,351.25,525.5,980.25,1382.1925
1728,Guatemala,Crustacean,Imports,Crustacean,2.5,130501.0861,122.41,348.38,269.63,468.19,389.97,268.4,263.34,333.08,203.24,278.78,73.86,89.45,188.77,500.89,302.65,65.1,147.56,172.7203,108.4802,163.9402,79.2401,133.3201,168,303.0905,407.7105,332.0104,636.5108,726.4914,1999.4845,1149.4749,1707.9693,2396.2559,1969.6621,2318.7324,2982.5231,3723.0814,5635.2711,7292.3904,15243.7309,14462.7403,16474.3407,15786.0238,14314.2803,15499.91053
1729,Guatemala,Carps and eels and snakeheads,Imports,Fish,2.54046911,650.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.25,52.5,95,63.75,120,95,101.25,77.05
1730,Guatemala,Tilapia and catfish and carp,Imports,Fish,2.543419164,1324.3625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,155,150,251.25,155,253.75,259.3625
1731,Guatemala,Pilchards Sardinops spp.,Imports,Fish,2.8,223022.5662,1242.22,1800.82,1484.28,2404.64,2779.7,2151.94,1574.72,0,0,1412.46,0,0,0,2806.3,0,0,0,1316.7,3040.38,3918.18,1862,3569.72,5644.52,4327.82,5939.78,7056.98,7017.08,6748.42,7104.86,7777.84,8703.52,8719.48,8607.76,10650.64,11299.68,13640.48,9895.2,8948.24,9238.18,9831.36,9815.4,10123.96,10927.28,9640.0262
1732,Guatemala,Sardine and sardinella and sprat,Imports,Fish,2.937098662,8460.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,0,1,1,6,1,0,0,30,82,239,181,199,185,360,540,279,716,971,636,1341,461,308,574,782,519.68
1733,Guatemala,Cephalopod,Imports,Cephalopod,3,5044.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,57,15,10,65,83,80,62,108,219,129,181,176,244,260,241,427,394,433,164,141,241,291,329,201,262,227.04
1734,Guatemala,Anchovy,Imports,Fish,3.128266791,374.262,7.98,5.32,10.64,2.66,5.32,7.98,5.32,0,0,2.66,0,0,0,0,0,0,0,5.32,2.66,0,15.96,10.64,13.3,13.3,5.32,15.96,5.32,5.32,5.32,10.64,2.66,2.66,2.66,7.98,13.3,5.32,2.66,10.64,2.66,55.86,45.22,34.58,23.94,7.182
1735,Guatemala,Herring,Imports,Fish,3.300155675,1425.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1231.58,0,2.66,0,2.66,2.66,0,5.32,2.66,0,0,5.32,7.98,7.98,119.7,7.98,5.32,7.98,2.66,5.32,2.66,5.32,0,0,0,0,0
1736,Guatemala,Fish,Imports,Fish,3.441211613,137990.8192,615,647.06,983.62,997.68,584.24,599.56,580.84,2306.74,2572.7,285.28,1266.9,2896.24,6611.8,1298.26,6262.56,3834.6,4566.32,555.24,328.27,345.79,476.98,364.14,360.52,348.74,314.51,471.61,746.66,614.93,287.23,455.84,654.59,631.44,666.58,958.29,974.47,957.79,11960.24,20926.81,20990.49,15887.12,16493.58,500.72,417.01,3391.8292
1737,Guatemala,Mackerel,Imports,Fish,3.499079624,4750.8664,978.88,255.36,69.16,242.06,103.74,106.4,242.06,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,61.18,0,0,2673.3,2.66,0,0,0,10.64,0,0,0,0,0,0,0,0,2.66,0,0,0.1064
1738,Guatemala,Catfish,Imports,Fish,3.596586846,2974.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.5,330,396.25,248.75,550,363.75,330,428
1739,Guatemala,Pelagic fish,Imports,Fish,3.66028643,339.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,6.25,0,0,36.25,11.25,7.5,3.75,3.75,8.75,30,2.5,1.25,0,0,0,0,0,0,0,142.5,83.75,1.225
1740,Guatemala,Marine fish,Imports,Fish,3.817951401,13306.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742.14,21.28,37.24,29.26,31.92,42.56,74.48,90.44,95.76,122.36,61.18,74.48,45.22,138.32,260.68,308.56,47.88,90.44,465.5,422.94,593.18,707.56,1024.1,1268.82,1463,3032.4,2014.95
1741,Guatemala,Flatfish,Imports,Fish,3.901795953,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,18,1,0,0,0,3,0,1,0,0,39,38,0,1,0,10,0,0,0,0,0,0,0,0
1742,Guatemala,Trout,Imports,Fish,4.071212188,370.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.75,42.5,73.75,47.5,33.75,40,40,64.3
1743,Guatemala,Cod,Imports,Fish,4.107251404,1614.309,0,25.38,33.84,22.56,129.72,403.26,239.7,0,0,324.3,0,2.82,8.46,0,5.64,2.82,19.74,19.74,0,5.64,19.74,0,67.68,0,0,11.28,0,11.28,16.92,28.2,28.2,14.1,0,19.74,0,2.82,5.64,14.1,14.1,19.74,16.92,59.22,5.64,15.369
1744,Guatemala,Pacific salmons,Imports,Fish,4.148078438,463.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,46,20,0,0,1,0,1,1,0,28,197,6,3,3,7,31,26,61,0,0,0,1,1,3,3,16.82
1745,Guatemala,Salmonids,Imports,Fish,4.228556346,937.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,20,51,80,15,16,23,42,168,113,22,1,111,67,7,6,7,19,4,32,23,55,27,3,2,5.61
1746,Guatemala,Salmon,Imports,Fish,4.270007459,2954.2928,10.64,7.98,2.66,13.3,7.98,7.98,58.52,0,0,0,0,0,0,0,0,0,0,108.9,18.14,7.66,15.48,22.82,33.3,26.12,36.92,31.28,34.1,60.38,47.56,58.04,65.7,71.82,76.82,94.32,1104.32,124.8,80.86,75.38,49.42,64.74,88.2,100.54,167.08,180.5328
1747,Guatemala,Dogfish and other sharks,Imports,Fish,4.301918524,3495.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,202,1,2,43,400,647,479,331,229,104,256,240,183,152,115,37,25,0,0,0,0,0,46.16
1748,Guatemala,Skipjack tuna,Imports,Fish,4.4,11411.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,243,274,217,671,796,0,0,0,0,2046,4657,2499.98
1749,Guatemala,Yellowfin tuna,Imports,Fish,4.4,108835.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2425,705,7202,9405,5846,7972,3552,10448,14251,7799,8283,3,0,0,0,9878,12482,8572.61
1750,Guatemala,Tuna,Imports,Fish,4.414193552,67862.6916,0,0,0,0,0,0,0,0,0,0,0,0,0,428.26,0,0,0,135.66,736.82,609.14,0,495.1,1434.74,1148.08,1759.26,1713.04,1532.16,3061.56,4712.5,12620.56,10668.28,8561.82,2654.84,1548.14,2846.56,3227.3,1731.38,8.75,30.1,138.45,78.04,2160.7,2438.4,1383.0516
1751,Guatemala,Atlantic salmon and Danube salmon,Imports,Fish,4.5,173.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,27,31,38,15,32,17.22
1752,Guatemala,Bigeye tuna,Imports,Fish,4.5,4150.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,142,0,274,188,0,0,0,0,1069,658,1799.8
1753,Honduras,Tilapia,Imports,Fish,2.044832904,15714.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,1,3.25,571.25,382.5,263.5,597.25,831,353.25,704.25,1364.75,1044,1254.25,1216.25,1090.75,1219.25,1322.25,1342.5,1326.5,787.98
1754,Honduras,Crustacean,Imports,Crustacean,2.5,8515.083057,14,74,18,14,0,5,14,0,2,1,1,0,26,4,1,111,0,119.8206,42.8206,213.7608,225.0007,220.1205,0,214.8109,162.2805,453.9408,329.7009,292.5804,513.4502,240.5602,196.9701,370.54,360.2603,338.1706,658.8205,261.3208,272.9402,438.9701,341.9701,278.9701,487.9701,344,771.9701,78.362957
1755,Honduras,Carps and eels and snakeheads,Imports,Fish,2.54046911,129.9875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,2.5,0,0,1.25,25,1.2375
